Name,IMO Number,Status,SOx Scrubber 1 Technology Type,SOx Scrubber 1 Retrofit Date,SOx Scrubber Status
Advantage Solar,9408683,In Service,Open Loop,02. Nov 19,Fitted
Pacific Vision,9806990,In Service,Open Loop,02. Nov 19,Fitted
Green Attitude,9808156,In Service,Open Loop,01. Nov 19,Fitted
Samjohn Argonaut,9745938,In Service,Open Loop,01. Nov 19,Fitted
Xin Hai Tong 32,9594573,In Service,Open Loop,01. Nov 19,Fitted
Torm Arawa,9543548,In Service,Open Loop,01. Nov 19,Fitted
NSU Milestone,9621261,In Service,Open Loop,01. Nov 19,Fitted
Sophia,9323912,In Service,Open Loop,01. Nov 19,Fitted
DHT Taiga,9590888,In Service,Open Loop,31. Oct 19,Fitted
Giacometti,9615377,In Service,Open Loop,31. Oct 19,Fitted
Heung-A Sarah,9698379,In Service,Open Loop,31. Oct 19,Fitted
Brightway,9588146,In Service,Open Loop,30. Oct 19,Fitted
Philippos,9839820,In Service,Open Loop,30. Oct 19,Fitted
Olympic Leopard,9470040,In Service,Open Loop,30. Oct 19,Fitted
Minerva Vera,9411941,In Service,Open Loop,30. Oct 19,Fitted
NSU Justice,9441922,In Service,Open Loop,29. Oct 19,Fitted
Neptune Aegli,9240964,In Service,Open Loop,29. Oct 19,Fitted
Landbridge Prosperity,9727223,In Service,Open Loop,29. Oct 19,Fitted
Star Stockholm,9704855,In Service,Open Loop,29. Oct 19,Fitted
Mia Grace,9681132,In Service,Open Loop,28. Oct 19,Fitted
Red Moon,9590307,In Service,Open Loop,28. Oct 19,Fitted
Global Harmony,9340001,In Service,Open Loop,28. Oct 19,Fitted
DHT Peony,9385843,In Service,Open Loop,28. Oct 19,Fitted
Smyrtos,9389100,In Service,Open Loop,28. Oct 19,Fitted
Berge Nimba,9467677,In Service,Open Loop,28. Oct 19,Fitted
Pinghe,9455856,In Service,Open Loop,27. Oct 19,Fitted
Donaugracht,9420837,In Service,Open Loop,27. Oct 19,Fitted
HMM Oakland,9385013,In Service,Open Loop,27. Oct 19,Fitted
Marine Honesty,9455557,In Service,Open Loop,26. Oct 19,Fitted
Morning Celine,9519133,In Service,Hybrid,26. Oct 19,Fitted
Navigator Atlantic,9662019,In Service,Open Loop,26. Oct 19,Fitted
Maran Hermione,9779379,In Service,Open Loop,26. Oct 19,Fitted
HG Leixoes,9737709,In Service,Open Loop,25. Oct 19,Fitted
Cap San Tainaro,9633965,In Service,Open Loop,25. Oct 19,Fitted
Noble Salute,9602734,In Service,Open Loop,25. Oct 19,Fitted
Eurocargo Cagliari,9471068,In Service,Open Loop,24. Oct 19,Fitted
Robert Oldendorff,9463645,In Service,Open Loop,24. Oct 19,Fitted
Navios Bonavis,9446996,In Service,Open Loop,24. Oct 19,Fitted
Ellie M II,9307994,In Service,Open Loop,24. Oct 19,Fitted
Concord Serenity,9277785,In Service,Open Loop,24. Oct 19,Fitted
Genco Tiger,9593452,In Service,Open Loop,24. Oct 19,Fitted
MSC Rifaya,9767388,In Service,Hybrid,24. Oct 19,Fitted
Chemtrans Mobile,9732802,In Service,Open Loop,23. Oct 19,Fitted
Hafnia Pride,9737747,In Service,Open Loop,23. Oct 19,Fitted
Stena Sunshine,9585900,In Service,Open Loop,23. Oct 19,Fitted
MSC Zoe,9703318,In Service,Hybrid,23. Oct 19,Fitted
HK Delight,9370238,In Service,Open Loop,23. Oct 19,Fitted
Ginga Caracal,9426300,In Service,Hybrid,22. Oct 19,Fitted
New Legend,9230505,In Service,TBC,22. Oct 19,Fitted
Nicos Tomasos,9698800,In Service,TBC,22. Oct 19,Fitted
Catharina Oldendorff,9713923,In Service,Open Loop,22. Oct 19,Fitted
Monjasa Leader,9346469,In Service,Open Loop,21. Oct 19,Fitted
Delta Commander,9418157,In Service,Open Loop,21. Oct 19,Fitted
Erato,9446075,In Service,Open Loop,21. Oct 19,Fitted
Zeus,9426049,In Service,Open Loop,20. Oct 19,Fitted
Siren,9405423,In Service,Open Loop,20. Oct 19,Fitted
Wugang Haoyun,9510474,In Service,Open Loop,20. Oct 19,Fitted
Torm Lilly,9392470,In Service,Open Loop,20. Oct 19,Fitted
Toyokuni,9323572,In Service,Open Loop,20. Oct 19,Fitted
PIS Jawa,9692131,In Service,Open Loop,20. Oct 19,Fitted
Star Lydia,9673795,In Service,Open Loop,20. Oct 19,Fitted
KSL Santiago,9719927,In Service,Open Loop,19. Oct 19,Fitted
Delta Ios,9406685,In Service,Open Loop,19. Oct 19,Fitted
Agogo FPSO,9353802,In Service,Open Loop,18. Oct 19,Fitted
MSC Gianna III,9152856,In Service,Hybrid,18. Oct 19,Fitted
Chris,9304643,In Service,TBC,18. Oct 19,Fitted
TRF Miami,9416056,In Service,Open Loop,18. Oct 19,Fitted
Cymona Progress,9602435,In Service,Open Loop,18. Oct 19,Fitted
Genco Lion,9593464,In Service,Open Loop,17. Oct 19,Fitted
Kota Lekas,9625401,In Service,Open Loop,17. Oct 19,Fitted
Merete Maersk,9632064,In Service,Open Loop,17. Oct 19,Fitted
BBG Kindness,9704829,In Service,Open Loop,17. Oct 19,Fitted
CMA CGM Bougainville,9702156,In Service,Hybrid,17. Oct 19,Fitted
Dongjin Voyager,9802011,In Service,Open Loop,17. Oct 19,Fitted
Universal Glory,9794824,In Service,Open Loop,17. Oct 19,Fitted
Auroura,9262912,In Service,TBC,17. Oct 19,Fitted
Championship,9403516,In Service,Open Loop,17. Oct 19,Fitted
Phoenix Vigor,9513751,In Service,Open Loop,16. Oct 19,Fitted
Pacific Harvest,9806988,In Service,Open Loop,16. Oct 19,Fitted
Honey Island,9755464,In Service,Open Loop,16. Oct 19,Fitted
Astro Sanistra,9805661,In Service,Open Loop,16. Oct 19,Fitted
Torm Diwata,9683350,In Service,Open Loop,15. Oct 19,Fitted
Farmer,9589267,In Service,Open Loop,15. Oct 19,Fitted
Elandra Falcon,9792486,In Service,Open Loop,15. Oct 19,Fitted
Front Defender,9830094,In Service,Open Loop,15. Oct 19,Fitted
Roland Oldendorff,9463633,In Service,Open Loop,15. Oct 19,Fitted
Neptune Odyssey,9440095,In Service,Open Loop,15. Oct 19,Fitted
Olympic Trophy,9445461,In Service,Open Loop,15. Oct 19,Fitted
Primorye,9236743,In Service,Open Loop,15. Oct 19,Fitted
Mystic,9421831,In Service,Open Loop,14. Oct 19,Fitted
Eurospirit,9480837,In Service,Open Loop,14. Oct 19,Fitted
Marine Bright,9581681,In Service,Open Loop,14. Oct 19,Fitted
Yasa Scorpion,9643271,In Service,Open Loop,14. Oct 19,Fitted
HL Success,9490911,In Service,Open Loop,14. Oct 19,Fitted
Delta Apollonia,9516935,In Service,Open Loop,14. Oct 19,Fitted
Damsgaard,9724453,In Service,Hybrid,14. Oct 19,Fitted
Meghna Sun,9717072,In Service,Open Loop,14. Oct 19,Fitted
Baltic Wolf,9492335,In Service,Open Loop,14. Oct 19,Fitted
Maran Homer,9761372,In Service,Open Loop,13. Oct 19,Fitted
Cramond Island,9755476,In Service,Open Loop,12. Oct 19,Fitted
Ore Zhanjiang,9807750,In Service,Open Loop,12. Oct 19,Fitted
Venus Heritage,9468786,In Service,Open Loop,12. Oct 19,Fitted
Uri,9248497,In Service,Open Loop,12. Oct 19,Fitted
Theresa Aries,9348508,In Service,TBC,12. Oct 19,Fitted
Golden Permai,9397858,In Service,TBC,11. Oct 19,Fitted
Star Alessia,9804564,In Service,Open Loop,11. Oct 19,Fitted
MSC Diana,9755933,In Service,Hybrid,11. Oct 19,Fitted
Comet,9689914,In Service,Hybrid,11. Oct 19,Fitted
MSC Naomi,9704984,In Service,Hybrid,11. Oct 19,Fitted
Star Antwerp,9699036,In Service,Open Loop,10. Oct 19,Fitted
MN Tangara,9642409,In Service,Hybrid,10. Oct 19,Fitted
Ghazal,9387009,In Service,Open Loop,10. Oct 19,Fitted
Caesar,9389265,In Service,Open Loop,10. Oct 19,Fitted
Star Moira,9361225,In Service,Open Loop,09. Oct 19,Fitted
Berge Stanley,9454565,In Service,Open Loop,09. Oct 19,Fitted
Stellar Way,9700160,In Service,Open Loop,09. Oct 19,Fitted
Shandong He Xie,9695030,In Service,Open Loop,09. Oct 19,Fitted
STI Madison,9688831,In Service,Open Loop,08. Oct 19,Fitted
Kota Sabas,9645451,In Service,Open Loop,08. Oct 19,Fitted
Berge Kuju,9374040,In Service,Open Loop,08. Oct 19,Fitted
Ever Summit,9300453,In Service,Open Loop,08. Oct 19,Fitted
Maran Argonaut,9428463,In Service,Open Loop,08. Oct 19,Fitted
NSU Pride,9621273,In Service,Open Loop,08. Oct 19,Fitted
Maran Guardian,9434369,In Service,Open Loop,08. Oct 19,Fitted
Alexos,9474137,In Service,Open Loop,07. Oct 19,Fitted
Jenggala Nassim,9457907,In Service,Open Loop,07. Oct 19,Fitted
Bertha,9292163,In Service,Open Loop,07. Oct 19,Fitted
KSL Salvador,9683271,In Service,Open Loop,07. Oct 19,Fitted
Laura,9700665,In Service,Open Loop,07. Oct 19,Fitted
Genco Resolute,9698977,In Service,Open Loop,07. Oct 19,Fitted
Ever Loading,9629081,In Service,TBC,06. Oct 19,Fitted
Madison Eagle,9575278,In Service,Open Loop,06. Oct 19,Fitted
Hafnia Excellence,9735646,In Service,Open Loop,06. Oct 19,Fitted
Ore Hong Kong,9815238,In Service,Open Loop,06. Oct 19,Fitted
CMA CGM Jean Mermoz,9776420,In Service,Hybrid,05. Oct 19,Fitted
Ever Breed,9784154,In Service,Open Loop,04. Oct 19,Fitted
Hafnia Neso,9800312,In Service,Open Loop,04. Oct 19,Fitted
Explorer,9312133,In Service,Open Loop,04. Oct 19,Fitted
Solana,9395317,In Service,Open Loop,04. Oct 19,Fitted
Aquila,9521473,In Service,Open Loop,04. Oct 19,Fitted
Ina,9308443,In Service,Open Loop,03. Oct 19,Fitted
Tassili II,9265419,In Service,Closed Loop,03. Oct 19,Fitted
CMA CGM Antoine de Saint Exupery,9776418,In Service,Hybrid,03. Oct 19,Fitted
Maran Ariadne,9770517,In Service,Open Loop,03. Oct 19,Fitted
Landbridge Fortune,9727211,In Service,Open Loop,03. Oct 19,Fitted
Tourliani,9532202,In Service,Open Loop,03. Oct 19,Fitted
Kaley,9700689,In Service,Open Loop,02. Oct 19,Fitted
No.5 Ocean Pioneer,9409510,In Service,Open Loop,02. Oct 19,Fitted
Argent Daisy,9382061,In Service,Hybrid,01. Oct 19,Fitted
Hong Kong Express,9501356,In Service,Open Loop,30. Sep 19,Fitted
AF Marina,9059107,In Service,Open Loop,30. Sep 19,Fitted
Star Roberta,9700653,In Service,Open Loop,30. Sep 19,Fitted
Matz Maersk,9619983,In Service,Open Loop,30. Sep 19,Fitted
STI Steadfast,9719719,In Service,Open Loop,30. Sep 19,Fitted
Minoas,9721865,In Service,Open Loop,30. Sep 19,Fitted
Challenge Prime,9793272,In Service,Open Loop,30. Sep 19,Fitted
MSC Ingy,9755945,In Service,Hybrid,29. Sep 19,Fitted
Catalan Sea,9577044,In Service,Open Loop,29. Sep 19,Fitted
Chiyotamou,9335862,In Service,Open Loop,29. Sep 19,Fitted
Desimi,9395305,In Service,Open Loop,28. Sep 19,Fitted
Eleni,9411525,In Service,Open Loop,28. Sep 19,Fitted
Pegasos,9624653,In Service,Open Loop,28. Sep 19,Fitted
STI Symphony,9719692,In Service,Open Loop,28. Sep 19,Fitted
Landbridge Horizon,9826847,In Service,Open Loop,28. Sep 19,Fitted
Happy Star,9661259,In Service,Open Loop,28. Sep 19,Fitted
Genco Liberty,9718222,In Service,Open Loop,27. Sep 19,Fitted
Pan Imperial,9699361,In Service,Open Loop,27. Sep 19,Fitted
Maran Glory,9434383,In Service,Open Loop,27. Sep 19,Fitted
Yug,9288875,In Service,Open Loop,27. Sep 19,Fitted
Swan River,9302841,In Service,Open Loop,26. Sep 19,Fitted
Ulusoy-14,9506253,In Service,Hybrid,26. Sep 19,Fitted
New Achievement,9686340,In Service,Open Loop,26. Sep 19,Fitted
Sumela Seaways,9356749,In Service,Hybrid,25. Sep 19,Fitted
Cool Express,9836878,In Service,Hybrid,24. Sep 19,Fitted
Jacob Oldendorff,9844203,In Service,Open Loop,24. Sep 19,Fitted
Star Nasia,9361237,In Service,Open Loop,23. Sep 19,Fitted
PAC Seginus,9443358,In Service,Open Loop,23. Sep 19,Fitted
Mount Austin,9409118,In Service,Open Loop,23. Sep 19,Fitted
STI Regina,9686728,In Service,Open Loop,23. Sep 19,Fitted
KSL Sydney,9683269,In Service,Open Loop,23. Sep 19,Fitted
Star Antares,9712694,In Service,Open Loop,22. Sep 19,Fitted
Ore Ningbo,9815226,In Service,Open Loop,22. Sep 19,Fitted
K. Ruby,9514042,In Service,Open Loop,22. Sep 19,Fitted
Torm Aslaug,9465978,In Service,Open Loop,21. Sep 19,Fitted
Delta Sky,9410181,In Service,Open Loop,21. Sep 19,Fitted
Harvest Frost,9643879,In Service,Hybrid,21. Sep 19,Fitted
APL Fullerton,9632026,In Service,Hybrid,20. Sep 19,Fitted
Universal Honor,9794812,In Service,Open Loop,20. Sep 19,Fitted
New Constant,9708514,In Service,Open Loop,20. Sep 19,Fitted
Fortune Alliance,9422067,In Service,Open Loop,20. Sep 19,Fitted
JC Bazan,9473937,In Service,Open Loop,20. Sep 19,Fitted
Nav Laxmi,9354856,In Service,Open Loop,20. Sep 19,Fitted
Osprey,8616568,In Service,Open Loop,19. Sep 19,Fitted
Bittern,9441269,In Service,Open Loop,19. Sep 19,Fitted
MSC Eloane,9755957,In Service,Hybrid,19. Sep 19,Fitted
Fairfield Eagle,9575230,In Service,Open Loop,19. Sep 19,Fitted
MSC Albany,9619438,In Service,Hybrid,18. Sep 19,Fitted
Charalambos,9687186,In Service,Open Loop,18. Sep 19,Fitted
Eurocargo Roma,9465526,In Service,Open Loop,18. Sep 19,Fitted
Cenk G,9108556,In Service,TBC,18. Sep 19,Fitted
DHT Lotus,9385037,In Service,Open Loop,18. Sep 19,Fitted
Eptalofos,9343869,In Service,Open Loop,17. Sep 19,Fitted
Mariner of the Seas,9227510,In Service,Hybrid,17. Sep 19,Fitted
Neptune Kefalonia,9438717,In Service,Open Loop,17. Sep 19,Fitted
Nord Swift,9692155,In Service,Open Loop,17. Sep 19,Fitted
Zorbas,9689677,In Service,Open Loop,17. Sep 19,Fitted
Mogens Maersk,9632090,In Service,Open Loop,17. Sep 19,Fitted
Star Macarena,9719563,In Service,Open Loop,17. Sep 19,Fitted
Star Monica,9715842,In Service,Open Loop,17. Sep 19,Fitted
Loevstakken,9724441,In Service,Hybrid,17. Sep 19,Fitted
NSU Trust,9782297,In Service,Open Loop,17. Sep 19,Fitted
STI Elysees,9688829,In Service,Open Loop,16. Sep 19,Fitted
Eneos Ocean,9662875,In Service,Open Loop,16. Sep 19,Fitted
MSC Sara Elena,9702261,In Service,Hybrid,16. Sep 19,Fitted
Sattha Bhum,9240330,In Service,Open Loop,16. Sep 19,Fitted
MSC Agamemnon,9315381,In Service,Open Loop,15. Sep 19,Fitted
Botafogo,9395329,In Service,Open Loop,15. Sep 19,Fitted
Star Aquarius,9715828,In Service,Open Loop,15. Sep 19,Fitted
Ariadne,9721877,In Service,Open Loop,14. Sep 19,Fitted
Valadon,9677387,In Service,Open Loop,14. Sep 19,Fitted
Hafnia Executive,9735622,In Service,Open Loop,13. Sep 19,Fitted
Dolfijngracht,9420825,In Service,Open Loop,13. Sep 19,Fitted
MSC Astrid III,9263344,In Service,Hybrid,13. Sep 19,Fitted
Torm Almena,9465980,In Service,Open Loop,13. Sep 19,Fitted
AS Petronia,9286786,In Service,Open Loop,12. Sep 19,Fitted
Altair Leader,9539171,In Service,Open Loop,12. Sep 19,Fitted
Maasgracht,9571492,In Service,Open Loop,12. Sep 19,Fitted
Fairway,9590319,In Service,Open Loop,12. Sep 19,Fitted
Ever Lucky,9604172,In Service,Open Loop,11. Sep 19,Fitted
Grande Abidjan,9680712,In Service,Open Loop,11. Sep 19,Fitted
Meghna Star,9717060,In Service,Open Loop,11. Sep 19,Fitted
Flecha,9284570,In Service,Open Loop,11. Sep 19,Fitted
Bitu Atlantic,9382085,In Service,Hybrid,11. Sep 19,Fitted
Banda,9337406,In Service,Open Loop,11. Sep 19,Fitted
MSC Cagliari IV,9318187,In Service,Open Loop,10. Sep 19,Fitted
Egret,9283801,In Service,Open Loop,10. Sep 19,Fitted
HL Brazil,9493066,In Service,Open Loop,10. Sep 19,Fitted
Olympic Trust,9437177,In Service,Open Loop,10. Sep 19,Fitted
NSU Voyager,9790880,In Service,Open Loop,10. Sep 19,Fitted
Advantage Verity,9762998,In Service,Open Loop,09. Sep 19,Fitted
STI Virtus,9686699,In Service,Open Loop,09. Sep 19,Fitted
Stena Suede,9579042,In Service,Open Loop,09. Sep 19,Fitted
He Tong,9375733,In Service,Open Loop,09. Sep 19,Fitted
Philipp Oldendorff,9540869,In Service,Open Loop,09. Sep 19,Fitted
Neptune Dynamis,9240976,In Service,Open Loop,09. Sep 19,Fitted
Okyroe,9273088,In Service,Open Loop,08. Sep 19,Fitted
Interstellar,9277797,In Service,Open Loop,08. Sep 19,Fitted
Star Tembu,9497579,In Service,Open Loop,08. Sep 19,Fitted
Seafarer,9686314,In Service,Open Loop,08. Sep 19,Fitted
Milos,9746619,In Service,Open Loop,08. Sep 19,Fitted
Caspian Sea,9829095,In Service,Open Loop,08. Sep 19,Fitted
Navigare Terra Mater,9740330,In Service,Open Loop,07. Sep 19,Fitted
Saetta,9384069,In Service,Open Loop,06. Sep 19,Fitted
Corossol,9395331,In Service,Open Loop,05. Sep 19,Fitted
SM Hedland,9397743,In Service,Open Loop,05. Sep 19,Fitted
Star Luna,9440849,In Service,Open Loop,05. Sep 19,Fitted
Mayview Maersk,9619995,In Service,Open Loop,05. Sep 19,Fitted
APL Singapura,9632002,In Service,Hybrid,05. Sep 19,Fitted
Shanghai Express,9539963,In Service,Open Loop,04. Sep 19,Fitted
Dublin Eagle,9699323,In Service,Open Loop,04. Sep 19,Fitted
Rome Express,9447861,In Service,Hybrid,04. Sep 19,Fitted
Rebi,9248473,In Service,Open Loop,04. Sep 19,Fitted
Cheng He,9304629,In Service,Open Loop,03. Sep 19,Fitted
Eurydice D,9462512,In Service,Open Loop,03. Sep 19,Fitted
Phoenix Vantage,9734109,In Service,Open Loop,03. Sep 19,Fitted
Genco Defender,9718210,In Service,Open Loop,03. Sep 19,Fitted
Jens Oldendorff,9852028,In Service,Open Loop,03. Sep 19,Fitted
Lydia Oldendorff,9699634,In Service,Open Loop,02. Sep 19,Fitted
Idee Fixe,9700677,In Service,Open Loop,02. Sep 19,Fitted
Eibe Oldendorff,9676618,In Service,Open Loop,02. Sep 19,Fitted
Equinox Galini,9503990,In Service,Open Loop,02. Sep 19,Fitted
Ise Princess,9411185,In Service,Open Loop,02. Sep 19,Fitted
Ever Safety,9300465,In Service,Open Loop,02. Sep 19,Fitted
Prigipos,9343883,In Service,Open Loop,01. Sep 19,Fitted
Asahi Princess,9411197,In Service,TBC,01. Sep 19,Fitted
Andreas K,9438121,In Service,Open Loop,31. Aug 19,Fitted
Ore Hebei,9532537,In Service,Open Loop,31. Aug 19,Fitted
RSC Caribe,9192959,In Service,TBC,31. Aug 19,Fitted
Corsair,9689926,In Service,Hybrid,31. Aug 19,Fitted
GH Holiday,9761528,In Service,Open Loop,31. Aug 19,Fitted
Ore Shenzhen,9807695,In Service,Open Loop,31. Aug 19,Fitted
Ionic Anassa,9779795,In Service,Open Loop,30. Aug 19,Fitted
Maren Maersk,9632129,In Service,Open Loop,30. Aug 19,Fitted
Cape Lina,9228174,In Service,Open Loop,29. Aug 19,Fitted
MSC Hanisha III,9283708,In Service,Open Loop,29. Aug 19,Fitted
Ore Shandong,9532549,In Service,Open Loop,29. Aug 19,Fitted
Suoh Pacific,9460631,In Service,Open Loop,28. Aug 19,Fitted
Myra Seaways,9422122,In Service,Hybrid,28. Aug 19,Fitted
Maersk Yukon,9398436,In Service,Open Loop,28. Aug 19,Fitted
Adebomi,9271573,In Service,TBC,28. Aug 19,Fitted
Maran Arete,9776547,In Service,Open Loop,28. Aug 19,Fitted
Loire,9761516,In Service,Open Loop,28. Aug 19,Fitted
Star Pisces,9715854,In Service,Open Loop,27. Aug 19,Fitted
Cape Maya,9248526,In Service,Open Loop,27. Aug 19,Fitted
Phaethon,9412098,In Service,Open Loop,27. Aug 19,Fitted
Panormos,9480538,In Service,Open Loop,27. Aug 19,Fitted
Tsukuba Maru,9524035,In Service,Open Loop,27. Aug 19,Fitted
MSC Aditi,9235581,In Service,Hybrid,26. Aug 19,Fitted
Venus Horizon,9604952,In Service,Open Loop,25. Aug 19,Fitted
Star Jeannette,9619804,In Service,Open Loop,25. Aug 19,Fitted
Panama Express,9641223,In Service,TBC,24. Aug 19,Fitted
Maran Unity,9729166,In Service,Open Loop,24. Aug 19,Fitted
Star Sky,9399105,In Service,Open Loop,24. Aug 19,Fitted
Ashley,9258466,In Service,TBC,24. Aug 19,Fitted
Koutalianos,9332016,In Service,Open Loop,24. Aug 19,Fitted
Pendulum,9344095,In Service,Open Loop,24. Aug 19,Fitted
Arabella,9300594,In Service,Open Loop,23. Aug 19,Fitted
Rutland,9472282,In Service,Open Loop,23. Aug 19,Fitted
Oriole,9441374,In Service,Open Loop,23. Aug 19,Fitted
MSC Anzu,9710426,In Service,Hybrid,23. Aug 19,Fitted
Genco Endeavour,9698965,In Service,Open Loop,22. Aug 19,Fitted
DHT Sundarbans,9590876,In Service,Open Loop,22. Aug 19,Fitted
Star Angie,9340714,In Service,Open Loop,21. Aug 19,Fitted
Songa Winds,9416109,In Service,Open Loop,21. Aug 19,Fitted
Winning Bright,9492218,In Service,Open Loop,21. Aug 19,Fitted
MSC Sofia Celeste,9702091,In Service,Hybrid,21. Aug 19,Fitted
Marigo P,9689706,In Service,Open Loop,21. Aug 19,Fitted
DHT Appaloosa,9826122,In Service,Open Loop,21. Aug 19,Fitted
Debbie H,9796303,In Service,Open Loop,21. Aug 19,Fitted
Pegasus,9412103,In Service,Open Loop,20. Aug 19,Fitted
Crimson Empress,9485021,In Service,TBC,20. Aug 19,Fitted
Suez Ice Supreme,9296418,In Service,Open Loop,20. Aug 19,Fitted
Star Copenhagen,9699359,In Service,Open Loop,19. Aug 19,Fitted
Star Stonington,9575151,In Service,Open Loop,19. Aug 19,Fitted
Tyrrhenian Sea,9829100,In Service,Open Loop,19. Aug 19,Fitted
Wadi Almalekat,9763904,In Service,Open Loop,19. Aug 19,Fitted
Osaka Bay,9789922,In Service,Open Loop,19. Aug 19,Fitted
Plata South,9353797,In Service,Open Loop,18. Aug 19,Fitted
Orihime,9621235,In Service,Open Loop,17. Aug 19,Fitted
PIS Paragon,9403310,In Service,Open Loop,17. Aug 19,Fitted
MSC Maria Pia,9155107,In Service,TBC,17. Aug 19,Fitted
Konkar Asteri,9738040,In Service,Open Loop,17. Aug 19,Fitted
STI Gauntlet,9717137,In Service,Open Loop,17. Aug 19,Fitted
Star Ayesha,9796315,In Service,Open Loop,17. Aug 19,Fitted
Venus History,9591600,In Service,Open Loop,17. Aug 19,Fitted
Tamara,9600889,In Service,Open Loop,16. Aug 19,Fitted
Acra,9693410,In Service,Open Loop,16. Aug 19,Fitted
PIS Kalimantan,9692143,In Service,Open Loop,16. Aug 19,Fitted
Maran Hercules,9761360,In Service,Open Loop,16. Aug 19,Fitted
Berge Rosa,9346378,In Service,Open Loop,16. Aug 19,Fitted
Pan Hope,9468724,In Service,Open Loop,16. Aug 19,Fitted
Ginga Lynx,9442550,In Service,Hybrid,16. Aug 19,Fitted
Maran Merchant,9458690,In Service,Open Loop,15. Aug 19,Fitted
Kingfisher,9441348,In Service,Open Loop,15. Aug 19,Fitted
Buddha,9283306,In Service,Open Loop,14. Aug 19,Fitted
Ore Dongjiakou,9532513,In Service,Open Loop,13. Aug 19,Fitted
MSC Leanne,9767390,In Service,Hybrid,13. Aug 19,Fitted
Ever Being,9784142,In Service,Open Loop,13. Aug 19,Fitted
Lavinia Oldendorff,9691931,In Service,Open Loop,13. Aug 19,Fitted
Wolverine,9711327,In Service,Open Loop,13. Aug 19,Fitted
Nantucket,9600865,In Service,Open Loop,12. Aug 19,Fitted
Kyzikos,9343845,In Service,Open Loop,12. Aug 19,Fitted
Grande Tema,9672090,In Service,Open Loop,10. Aug 19,Fitted
Solomon Sea,9760500,In Service,Open Loop,10. Aug 19,Fitted
Eurocargo Malta,9465514,In Service,Open Loop,10. Aug 19,Fitted
Marine Claudia,9455569,In Service,Open Loop,10. Aug 19,Fitted
Front Ull,9600932,In Service,Open Loop,09. Aug 19,Fitted
Nasaka,9602423,In Service,Open Loop,08. Aug 19,Fitted
Whitney,9551337,In Service,Open Loop,08. Aug 19,Fitted
STI Venere,9681390,In Service,Open Loop,08. Aug 19,Fitted
Star Sienna,9756224,In Service,Open Loop,08. Aug 19,Fitted
Stardom Wave,9767467,In Service,Open Loop,08. Aug 19,Fitted
