Type,Built,Status,Company,Group Company,Operator,Builder,Flag State,SOx Scrubber Status,Power Type,Current Global Zone,Current National Waters,Name,GT,Dwt,MMSI (Maritime Mobile Service Identity),IMO Number,Speed (knots),Engine Derived Total Main Engine Mechanical kW
Tanker,2019,In Service,Aegean Shipping Mgmt,Aegean Shipping Mgmt,Aegean Shipping Mgmt,COSCO HI (Zhoushan),Liberia,Fitted,Diesel 2-Stroke,Mediterranean / Black Sea,,Green Aura,"63,436","112,684",636018799,9808168,14.00,"9,450"
Cruise Ship,2002,In Service,NCL,NCL Holdings,NCL,Meyer Werft,Bahamas,Fitted,Diesel Electric,West Coast Africa,,Norwegian Dawn,"92,250","7,500",311307000,9195169,24.60,"58,800"
Tanker,2020,In Service,Thenamaris,Thenamaris,Thenamaris,Sumitomo (Yokosuka),Malta,Fitted,Diesel 2-Stroke,Mediterranean / Black Sea,,Seafaith,"60,435","111,890",215515000,9843209,14.00,"11,110"
Bulk Carrier,2005,In Service,Unknown Chinese,Unknown Chinese,,Iwagi Zosen,Panama,Fitted,Diesel 2-Stroke,East Asia,People's Republic Of China,Fu Chang,"30,002","53,489",352005295,9313022,15.00,"9,480"
Product Carrier,2009,In Service,Trafigura Maritime,Trafigura Group,Trafigura Maritime,New Century SB,Marshall Is.,Fitted,Diesel 2-Stroke,South East Asia,Singapore,Voula,"43,070","73,981",538011039,9488413,14.70,"11,300"
Bulk Carrier,2011,In Service,Star Bulk Carriers,Star Bulk Carriers,Star Bulk Carriers,Sinopacific Dayang,Liberia,Fitted,Diesel 2-Stroke,West Coast Africa,,Star Runner,"33,045","57,809",636024239,9441415,14.30,"9,473"
Chemical & Oil Carrier,2005,In Service,Iver Ships BV,Vroon BV,Iver Ships BV,Hyundai Mipo,Madeira,Fitted,Diesel 2-Stroke,Mediterranean / Black Sea,Spain,East Coast,"23,356","37,515",255916038,9298703,14.70,"9,480"
Multi-Purpose,2011,In Service,Renderij Wantij BV,Renderij Wantij BV,Renderij Wantij BV,Rousse Shipyard,Netherlands,Fitted,Diesel 4-Stroke,United Kingdom/Continent,United Kingdom,Donau,"5,887","8,059",244642000,9385908,14.70,"3,000"
Chemical & Oil Carrier,2019,In Service,TORM A/S,TORM A/S,TORM A/S,GSI Nansha,Danish Int'l,Fitted,Diesel 2-Stroke,East Asia,People's Republic Of China,Torm Strength,"28,877","49,999",219024902,9836036,15.00,"10,320"
Tanker,2008,In Service,Equatorial Mar. Fuel,Equatorial Mar. Fuel,Equatorial Mar. Fuel,Sumitomo (Yokosuka),Belize,Fitted,Diesel 2-Stroke,South East Asia,Thailand,CY Victorious,"55,894","105,370",312050000,9364215,15.00,"12,342"
Fully Cellular Container,2011,In Service,Zodiac Maritime,Zodiac Maritime,CMA CGM,Hyundai Samho HI,United Kingdom,Fitted,Diesel 2-Stroke,West Coast Africa,,Edison,"142,052","149,049",235082896,9463011,24.70,"65,016"
Ro-Ro Freight/Passenger,1999,In Service,DFDS,DFDS,DFDS Seaways,Navali Visentini,Lithuania,Fitted,Diesel 4-Stroke,United Kingdom/Continent,France,Optima Seaways,"25,263","7,073",277339000,9188427,22.50,"18,899"
Heavy Lift Cargo Vessel,2013,In Service,BigLift Shipping,Spliethoff,BigLift Shipping,Larsen & Toubro,Netherlands,Fitted,Diesel 4-Stroke,United Kingdom/Continent,Spain,Happy Sky,"15,000","18,680",246714000,9457220,16.00,"8,400"
Bulk Carrier,2011,In Service,Pan Ocean,Pan Ocean,Pan Ocean,New Times SB,Panama,Fitted,Diesel 2-Stroke,Australasia,Australia,Pan Bona,"92,080","175,401",355120000,9510527,14.70,"16,860"
Tanker,2022,In Service,Cido Shipping,Cido Shipping,Tankers Int Scrubber,Hyundai HI (Ulsan),Marshall Is.,Fitted,Diesel 2-Stroke,South East Asia,,Melody Hope,"152,811","300,927",538009824,9789271,14.80,"22,200"
Bulk Carrier,2016,In Service,Safe Bulkers,Safe Bulkers,Safe Bulkers,Imabari SB Marugame,Cyprus,Fitted,Diesel 2-Stroke,West Coast Africa,,Troodos Air,"45,229","84,849",209783000,9698226,14.50,"9,000"
Fully Cellular Container,2005,In Service,Zeaborn Ship Mgmt,Wilhelmsen & MPC JV,Maersk,Daewoo (DSME),Singapore,Fitted,Diesel 2-Stroke,United Kingdom/Continent,,Maersk Stralsund,"94,483","108,106",563032800,9303522,25.00,"68,490"
Pass./Car Ferry,2001,In Service,TT-Line,TT-Line,TT-Line,SSW Fahr,Germany,Fitted,Diesel Electric,Mediterranean / Black Sea,Greece,Akka,"36,468","6,475",211343680,9217230,22.00,"29,880"
Ore Carrier,2020,In Service,China Ore Shipping,China COSCO Shipping,Vale,Tianjin Xingang HI,Singapore,Fitted,Diesel 2-Stroke,East Coast Africa,,Nansha Honor,"173,794","324,294",563118400,9886653,14.60,"21,000"
Fully Cellular Container,2009,In Service,CMA CGM,CMA CGM,CMA CGM,SSW Fahr,Morocco,Fitted,Diesel 4-Stroke,West Coast Africa,,CMA CGM Dakhla,"10,585","13,200",242377400,9461594,18.50,"9,000"
Bulk Carrier,2009,In Service,Korea Line,SM Group,,Shanghai Waigaoqiao,Marshall Is.,Fitted,Diesel 2-Stroke,West Coast Africa,,SM Hedland,"91,373","177,974",538008098,9397743,14.50,"16,860"
Tanker,2009,In Service,Dynacom Tankers Mgmt,Dynacom,Dynacom Tankers Mgmt,Hyundai HI (Ulsan),Liberia,Fitted,Diesel 2-Stroke,Indian Subcontinent,,Marina,"160,598","299,999",636013374,9389021,16.00,"29,340"
Bulk Carrier,2010,In Service,SW Shipping,SW Shipping,SW Shipping,Jiangsu New YZJ,Marshall Is.,Fitted,Diesel 2-Stroke,South East Asia,Papua New Guinea,Sea Honesty,"51,255","93,337",538006364,9426116,15.00,"13,550"
Bulk Carrier,2007,In Service,Glorious Youth,Spark Ocean Shpg,Glorious Youth,Sasebo HI,Panama,Pending,Diesel 2-Stroke,East Asia,,Oriental Pearl,"43,605","77,215",352004461,9378606,14.00,"9,855"
LPG Carrier,2019,In Service,Vitol Intl Shpg,Vitol Group,Vitol Intl Shpg,Hyundai HI (Ulsan),Liberia,Fitted,Diesel 2-Stroke,West Coast North America,,Vivit Fornax,"49,552","54,406",636018566,9835185,16.80,"12,435"
Ore Carrier,2010,In Service,K-Line,K-Line,K-Line,Nantong COSCO KHI,Panama,Fitted,Diesel 2-Stroke,East Coast South America,Brazil,Baogang Spirit,"152,311","297,902",353932000,9437282,14.50,"22,360"
Fully Cellular Container,2016,In Service,Costamare Shipping,Costamare Shipping,Evergreen Marine,Samsung HI,Malta,Fitted,Diesel 2-Stroke,South East Asia,Malaysia,Titan,"148,386","131,600",249558000,9728928,23.00,"49,200"
Fully Cellular Container,1999,In Service,MSC,MSC,MSC,HHIC (Yeongdo),Liberia,Fitted,Diesel 2-Stroke,East Asia,People's Republic Of China,MSC Sydney VI,"66,278","69,447",636021992,9200677,26.50,"54,900"
Ro-Ro,2011,In Service,Grimaldi Group,Grimaldi Group,Grimaldi Group,Hyundai Mipo,Italy,Fitted,Diesel 2-Stroke,Mediterranean / Black Sea,Italy,Eurocargo Venezia,"32,647","10,765",247297200,9465552,22.30,"20,070"
Pure Car Carrier,2010,In Service,Gram Car Carriers,MSC,ZIM Integrated Shpg,Xiamen Shipbuilding,Marshall Is.,Fitted,Diesel 2-Stroke,West Coast Africa,,Mediterranean Sea,"46,800","12,250",538007768,9451006,20.00,"14,220"
Tanker,2022,In Service,Latsco (London),Latsco Shipping,Latsco (London),Hyundai HI (Ulsan),Greece,Fitted,Diesel 2-Stroke,Indian Subcontinent,,Yiannis Latsis,"154,792","299,999",241796000,9923487,14.80,"22,240"
Chemical & Oil Carrier,2014,In Service,Sinokor Merchant,Sinokor Merchant,Sinokor Merchant,Hyundai Mipo,Marshall Is.,Pending,Diesel 2-Stroke,United Kingdom/Continent,,Silver Ginny,"29,460","49,746",538005462,9682318,14.00,"7,700"
Fully Cellular Container,2006,Idle,MPC Container Ships,Castor Maritime,KMTC,STX SB (Jinhae),Madeira,Fitted,Diesel 2-Stroke,East Asia,People's Republic Of China,AS Patria,"26,671","34,200",255806095,9294525,22.00,"24,880"
Cruise Ship,2003,In Service,Royal Caribbean Intl,Royal Caribbean,Royal Caribbean Intl,Kvaerner Masa,Bahamas,Fitted,Diesel Electric,East Coast North America,,Mariner of the Seas,"138,279","9,616",311493000,9227510,22.00,"75,595"
Cruise Ship,2001,In Service,Royal Caribbean Intl,Royal Caribbean,Royal Caribbean Intl,Kvaerner Masa,Bahamas,Fitted,Diesel Electric,East Coast North America,,Adventure of the Seas,"137,276","11,033",311263000,9167227,23.70,"74,536"
Fully Cellular Container,2011,In Service,Reederei C-P Offen,Reederei C-P Offen,MSC,Daewoo (DSME),Malta,Fitted,Diesel 2-Stroke,South East Asia,,MSC Trieste,"143,521","154,538",229622000,9484479,24.80,"72,240"
Fully Cellular Container,2008,In Service,MSC,MSC,MSC,Hyundai HI (Ulsan),Panama,Fitted,Diesel 2-Stroke,South East Asia,Vietnam,MSC Ivana,"131,771","131,489",370930000,9398371,24.00,"68,640"
Tanker,2009,In Service,Dynacom Tankers Mgmt,Dynacom,Dynacom Tankers Mgmt,Hyundai HI (Ulsan),Liberia,Fitted,Diesel 2-Stroke,Indian Subcontinent,,Georgios,"160,598","299,999",636013383,9389033,16.00,"29,340"
Bulk Carrier,2011,In Service,Marmaras Navigation,Marmaras Navigation,Marmaras Navigation,Hyundai HI (Ulsan),Liberia,Fitted,Diesel 2-Stroke,South East Asia,,Korona D,"93,216","179,362",636017158,9476836,14.50,"18,663"
Fully Cellular Container,2015,In Service,CMA CGM,CMA CGM,CMA CGM,Dalian Shipbuilding,Malta,Fitted,Diesel 2-Stroke,East Asia,People's Republic Of China,CMA CGM Thames,"95,263","113,800",256213000,9674567,22.00,"47,430"
Chemical & Oil Carrier,2019,In Service,Pantheon Tankers,Alpha Tankers,Pantheon Tankers,STX SB (Jinhae),Marshall Is.,Fitted,Diesel 2-Stroke,United Kingdom/Continent,Netherlands,Sea Elephant,"29,401","49,930",538008165,9853254,14.50,"7,820"
Pure Car Carrier,2010,In Service,Neptune Shipping,Neptune Shipping,Neptune Shipping,Hyundai Mipo,Malta,Fitted,Diesel 2-Stroke,Mediterranean / Black Sea,Slovenia,Neptune Iliad,"36,825","11,409",248549000,9440100,19.40,"11,620"
Fully Cellular Container,2018,In Service,CMA CGM,CMA CGM,CMA CGM,COSCO HI (Yangzhou),Malta,Fitted,Diesel 2-Stroke,West Coast South America,Chile,CMA CGM Estelle,"95,256","109,808",248649000,9729116,22.00,"47,500"
Bulk Carrier,2006,In Service,Berge Bulk,Berge Bulk,Berge Bulk,Imabari SB Saijo,Isle of Man,Fitted,Diesel 2-Stroke,East Coast South America,Brazil,Berge Kuju,"104,727","206,312",232012567,9374040,14.50,"18,660"
Fully Cellular Container,2012,In Service,MSC,MSC,MSC,Daewoo (DSME),Panama,Pending,Diesel 2-Stroke,West Coast North America,,MSC Aurora,"143,521","154,185",373069000,9484481,24.10,"72,240"
Bulk Carrier,2010,Idle,Cardiff Marine,Cardiff Marine,,Shanghai Waigaoqiao,Liberia,Fitted,Diesel 2-Stroke,Australasia,Australia,Andama,"91,373","178,064",636022309,9480526,14.50,"16,860"
Tanker,2022,In Service,Capital Ship Mgmt,Capital Maritime,Heidmar,Hyundai Samho HI,Liberia,Fitted,Diesel 2-Stroke,Middle East,,Amore Mio,"154,036","299,606",636021678,9926685,11.00,"22,200"
Tanker,2015,In Service,KMARIN,KMARIN,Hyundai Glovis,Hyundai Samho HI,Liberia,Fitted,Diesel 2-Stroke,Indian Subcontinent,,VL Prime,"161,770","319,547",636023889,9683685,15.80,"28,260"
Bulk Carrier,2006,In Service,Berge Bulk,Berge Bulk,Berge Bulk,Universal SB Ariake,Liberia,Fitted,Diesel 2-Stroke,South East Asia,,Berge Bimberi,"101,911","203,153",636020251,9331414,14.50,"16,852"
Fully Cellular Container,2009,In Service,OOCL,China COSCO Shipping,OOCL,Samsung HI,Hong Kong,Fitted,Diesel 2-Stroke,East Asia,,OOCL Nagoya,"40,168","50,501",477627900,9445538,24.00,"36,560"
Cruise Ship,2000,Laid Up,Seajets,Seajets,,Fincantieri Monfalco,Bermuda,Fitted,Diesel Electric,Mediterranean / Black Sea,Greece,Queen of the Oceans,"77,499","8,165",310473000,9169550,21.00,"46,078"
Fully Cellular Container,2012,In Service,CDB Leasing,China Dev Bank (CDB),MSC,Hyundai HI (Ulsan),Liberia,Fitted,Diesel 2-Stroke,Indian Subcontinent,India,MSC Altair,"141,635","140,989",636015604,9465277,24.70,"74,760"
Fully Cellular Container,2009,In Service,MSC,MSC,MSC,Hyundai HI (Ulsan),Panama,Fitted,Diesel 2-Stroke,West Coast Africa,Spain,MSC Luciana,"131,771","131,463",355283000,9398383,24.00,"68,640"
Bulk Carrier,2015,In Service,Uni-Asia Shpg (HK),Uni-Asia Holding,Pacific Basin Shpg,Tsuneishi Cebu,Hong Kong,Fitted,Diesel 2-Stroke,South East Asia,Philippines,Kellett Island,"32,370","57,836",477289300,9707625,14.00,"8,200"
Bulk Carrier,2011,In Service,AB Bulkers,AB Bulkers,AB Bulkers,Shimanami Shipyard,St. Vincent & G.,Fitted,Diesel 2-Stroke,Mediterranean / Black Sea,Italy,Golden Arsenal,"17,025","28,221",375671000,9493212,13.80,"5,850"
Bulk Carrier,2014,In Service,Eastern Pacific Shpg,Eastern Pacific Shpg,Eastern Pacific Shpg,Koyo Dock,Liberia,Fitted,Diesel 2-Stroke,East Coast Africa,,Mount Uluru,"92,722","181,513",636017236,9675638,14.00,"16,700"
Cruise Ship,2020,In Service,Silversea Cruises,Royal Caribbean,Silversea Cruises,Fincantieri Sestri,Bahamas,Fitted,Diesel Electric,East Coast North America,Barbados,Silver Moon,"40,844","4,050",311000719,9838618,19.60,"26,100"
Bulk Carrier,2010,Idle,SFL Corporation,Fredriksen Group,Golden Ocean Group,Jinhai Heavy Ind,Hong Kong,Fitted,Diesel 2-Stroke,East Asia,,Golden Beijing,"91,971","175,820",477655100,9439412,14.90,"16,860"
Product Carrier,2016,In Service,Hafnia Limited,BW Group,Hafnia Limited,STX SB (Jinhae),Singapore,Fitted,Diesel 2-Stroke,East Coast Africa,,Hafnia Express,"42,750","74,663",563153900,9735634,14.00,"9,660"
Tanker,2009,In Service,Asia Pacific Shpg,Asia Pacific Shpg,VLCC 15+,SCS Shipbuilding,Vietnam,Fitted,Diesel 2-Stroke,Middle East,,Symphony,"156,702","297,572",574006100,9376751,12.25,"25,480"
Fully Cellular Container,2012,In Service,CDB Leasing,China Dev Bank (CDB),MSC,Hyundai HI (Ulsan),Liberia,Fitted,Diesel 2-Stroke,Middle East,Jordan,MSC Vega,"141,635","140,989",636015506,9465265,24.70,"74,760"
Chemical Parcel Tanker,2013,In Service,Navig8 Group,ADNOC,Navig8 Chemicals,ShinaSB Yard,Marshall Is.,Fitted,Diesel 2-Stroke,East Coast South America,,Navig8 Constellation,"29,279","45,000",538003853,9489118,14.00,"9,473"
Cruise Ship,2001,In Service,Celebrity Cruises,Royal Caribbean,Celebrity Cruises,Ch. de l'Atlantique,Malta,Fitted,Gas Turbine,Mediterranean / Black Sea,,Celebrity Infinity,"90,940","11,778",249048000,9189421,24.00,"50,120"
Fully Cellular Container,2015,In Service,Seaspan Corporation,Atlas Corp (Seaspan),Yang Ming,Hyundai HI (Ulsan),Hong Kong,Fitted,Diesel 2-Stroke,South East Asia,,YM Wellhead,"144,651","145,559",477454100,9684665,23.20,"54,323"
Tanker,2006,In Service,Cougar Nautic Inc,Cougar Nautic Inc,Cougar Nautic Inc,Samsung HI,Liberia,Fitted,Diesel 2-Stroke,Middle East,,Ursus Arctos,"63,462","113,553",636022405,9297369,15.50,"15,820"
Bulk Carrier,2011,In Service,CMG Invst Dev HK,China Merchants,CMG Invst Dev HK,Dalian Shipbuilding,Hong Kong,Fitted,Diesel 2-Stroke,South East Asia,Indonesia,Great Song,"94,710","180,388",477550900,9452476,14.50,"18,651"
Fully Cellular Container,2008,In Service,PIL,PIL,PIL,Dalian Shipbuilding,Singapore,Fitted,Diesel 2-Stroke,Australasia,,Kota Lawa,"40,474","50,638",563152600,9439709,24.50,"36,560"
Bulk Carrier,2010,In Service,Safe Bulkers,Safe Bulkers,SwissMarine Pte Ltd,SCS Shipbuilding,Marshall Is.,Fitted,Diesel 2-Stroke,East Asia,,Kanaris,"91,373","178,064",538003746,9469857,14.60,"16,848"
Fully Cellular Container,2010,In Service,MPC Container Ships,Castor Maritime,Maersk,TKMS Nordseewerke,Marshall Is.,Fitted,Diesel 2-Stroke,Mediterranean / Black Sea,,AS Nina,"36,087","42,604",538090641,9401178,23.25,"28,861"
Product Carrier,2016,In Service,TORM A/S,TORM A/S,TORM A/S,GSI Nansha,Danish Int'l,Fitted,Diesel 2-Stroke,United Kingdom/Continent,,Torm Hannah,"63,965","109,999",219030726,9712864,12.50,"9,637"
Bulk Carrier,2006,In Service,Star Bulk Carriers,Star Bulk Carriers,Star Bulk Carriers,Tsuneishi Zosen,Marshall Is.,Fitted,Diesel 2-Stroke,East Coast South America,Brazil,Star Renee,"42,887","82,221",538002636,9328948,14.50,"9,800"
Bulk Carrier,2012,In Service,U-Ming Marine,Far Eastern Group,Wah Kwong Maritime,Shanghai Waigaoqiao,Hong Kong,Fitted,Diesel 2-Stroke,East Asia,People's Republic Of China,Cape Shanghai,"91,387","176,460",477190500,9661871,11.50,"16,860"
Cruise Ship,2024,In Service,Cunard Line,Carnival Corporation,Cunard Line,Fincantieri Monfalco,Bermuda,Fitted,Diesel Electric,South East Asia,,Queen Anne,"114,180","7,840",310835000,9839399,21.00,"50,400"
Tanker,2010,In Service,Olympic Shpg & Mgmt,Olympic Shpg & Mgmt,Olympic Shpg & Mgmt,Oman Drydock Co,Greece,Fitted,Diesel 2-Stroke,East Coast South America,,Olympic Trophy,"170,004","319,541",241412000,9445461,15.90,"31,640"
Chemical Parcel Tanker,2015,In Service,Hansa Tankers AS,Hansa Tankers,Hansa Tankers,Fukuoka SB (Fukuoka),Norwegian Int'l,Fitted,Diesel 2-Stroke,South East Asia,Indonesia,Gullfjellet,"11,933","19,976",258047000,9724439,14.00,"4,440"
Tanker,2009,In Service,Cardiff Marine,Cardiff Marine,Cardiff Marine,Shanghai Waigaoqiao,Malta,Fitted,Diesel 2-Stroke,East Coast North America,,Agrari,"58,418","106,850",249547000,9389083,14.60,"13,551"
Bulk Carrier,2012,In Service,NS United KK,NYK Line,NS United KK,Tsuneishi Cebu,Panama,Fitted,Diesel 2-Stroke,South East Asia,,United Adventure,"92,379","180,745",356590000,9465215,17.10,"17,690"
Tanker,2012,In Service,Asyad Shipping,Asyad Shipping,Asyad Shipping,Daewoo (DSME),Marshall Is.,Fitted,Diesel 2-Stroke,East Coast North America,,Izki,"164,359","319,439",538004578,9500924,18.00,"31,640"
Pass./Car Ferry,2001,In Service,Minoan Lines,Grimaldi Group,Minoan Lines,Fincantieri Sestri,Greece,Fitted,Diesel 4-Stroke,Mediterranean / Black Sea,Greece,Kydon Palace,"37,550","7,237",237611000,9204568,29.50,"67,200"
Fully Cellular Container,2015,In Service,Seaspan Corporation,Atlas Corp (Seaspan),Yang Ming,Hyundai HI (Ulsan),Hong Kong,Fitted,Diesel 2-Stroke,West Coast North America,,YM Wellness,"144,651","145,559",477737600,9704623,23.20,"54,323"
Bulk Carrier,2010,Idle,Maran Dry Mngt,Angelicoussis Group,,Daewoo (DSME),Greece,Fitted,Diesel 2-Stroke,East Asia,,Maran Transporter,"89,891","179,719",240980000,9439060,14.50,"18,660"
Fully Cellular Container,2010,In Service,CMA CGM,CMA CGM,CMA CGM,Daewoo (DSME),Malta,Fitted,Diesel 2-Stroke,East Asia,,CMA CGM Amerigo Vespucci,"152,991","156,887",215992000,9454395,24.50,"80,080"
Bulk Carrier,2010,Idle,HOSCO,HOSCO,North China Shipping,Beihai Shipyard,Hong Kong,Fitted,Diesel 2-Stroke,East Asia,,Enterprise Star,"94,710","182,279",477726700,9423968,14.00,"18,660"
Ro-Ro,2012,Idle,Finnlines Plc,Grimaldi Group,,CSC Jinling Shipyard,Malta,Fitted,Diesel 4-Stroke,Mediterranean / Black Sea,Turkey,Eurocargo Trieste,"33,816","14,500",249146000,9468906,21.00,"20,000"
Fully Cellular Container,2010,In Service,OOCL,China COSCO Shipping,OOCL,Samsung HI,Hong Kong,Fitted,Diesel 2-Stroke,East Asia,,OOCL Savannah,"40,168","50,490",477738900,9404871,24.00,"36,540"
Transport (Heavy Lift),2016,In Service,BigLift Shipping,Spliethoff,BigLift Shipping,COSCO Dalian SY,Netherlands,Fitted,Diesel Electric,South East Asia,,BigLift Barentz,"23,134","20,675",244830430,9710464,14.00,"13,440"
Bulk Carrier,2007,Idle,Star Bulk Carriers,Star Bulk Carriers,,Shanghai Waigaoqiao,Liberia,Fitted,Diesel 2-Stroke,West Coast Africa,Sierra Leone,Star Angie,"91,373","177,932",636019670,9340714,14.50,"16,860"
Chemical & Oil Carrier,2014,In Service,TORM A/S,TORM A/S,TORM A/S,Hyundai Mipo,Danish Int'l,Fitted,Diesel 2-Stroke,East Asia,South Korea,Torm Dulce,"29,460","49,680",219645000,9682394,14.00,"7,700"
Bulk Carrier,2020,In Service,Maran Dry Mngt,Angelicoussis Group,Oldendorff Carriers,Shanghai Waigaoqiao,Greece,Fitted,Diesel 2-Stroke,Australasia,Australia,Maran Endeavour,"109,631","210,000",241702000,9846419,14.50,"15,745"
Bulk Carrier,2008,In Service,Berge Bulk,Berge Bulk,Berge Bulk,Imabari SB Saijo,Isle of Man,Fitted,Diesel 2-Stroke,United Kingdom/Continent,,Berge Atlas,"90,092","180,180",232057193,9439113,14.50,"18,660"
Fully Cellular Container,1987,In Service,Horizon Lines LLC,Matson Inc,Horizon Lines LLC,Bay Shipbuilding,United States,Fitted,Diesel 2-Stroke,West Coast North America,,Matson Kodiak,"20,965","21,345",366793000,8419166,20.00,"14,920"
Tanker,2009,In Service,Pantheon Tankers,Alpha Tankers,Pantheon Tankers,Hyundai HI (Ulsan),Malta,Fitted,Diesel 2-Stroke,Middle East,,Caesar,"158,327","318,440",249838000,9389265,16.00,"31,620"
Fully Cellular Container,2012,In Service,COSCO Shipping Dev,China COSCO Shipping,COSCO Shipping Lines,Samsung HI,Hong Kong,Fitted,Diesel 2-Stroke,Mediterranean / Black Sea,Spain,CSCL Neptune,"150,853","155,470",477598400,9467316,24.20,"72,240"
Fully Cellular Container,2012,In Service,Nissen Kaiun,Nissen Kaiun,Maersk,Hyundai HI (Ulsan),Panama,Fitted,Diesel 2-Stroke,East Asia,,Maersk Enshi,"141,754","140,973",355288000,9502946,23.70,"68,640"
Cruise Ship,2004,In Service,Princess Cruises Inc,Carnival Corporation,Princess Cruises Inc,Fincantieri Monfalco,Bermuda,Fitted,Diesel Electric,East Coast North America,Belize,Caribbean Princess,"112,894","8,418",310423000,9215490,22.00,"63,000"
Fully Cellular Container,2014,In Service,PIL,PIL,PIL,Dalian Shipbuilding,Singapore,Fitted,Diesel 2-Stroke,East Coast Africa,,Kota Segar,"41,567","50,800",565357000,9681235,19.20,"21,130"
Fully Cellular Container,1999,In Service,MSC,MSC,MSC,HHIC (Yeongdo),Liberia,Fitted,Diesel 2-Stroke,Australasia,Australia,MSC Darwin VI,"66,278","69,447",636021993,9200689,26.50,"57,200"
Fully Cellular Container,2010,In Service,CMA CGM,CMA CGM,CMA CGM,Daewoo (DSME),Malta,Fitted,Diesel 2-Stroke,East Coast Africa,,CMA CGM Magellan,"150,269","157,254",215158000,9454424,24.10,"80,080"
Multi-Purpose/Heavy Lift Cargo,2011,In Service,Spliethoff,Spliethoff,Spliethoff,Hudong Zhonghua,Netherlands,Fitted,Diesel 4-Stroke,West Coast Africa,Angola,Pijlgracht,"17,634","20,000",244115000,9448358,17.50,"9,800"
Chemical & Oil Carrier,2019,In Service,Nova Shpg & Log,Royal Golden Eagle,Nova Shpg & Log,Taizhou Sanfu,Singapore,Fitted,Diesel 2-Stroke,South East Asia,,Asia Liberty,"23,300","34,200",563080900,9752694,14.00,"5,346"
